order_amount,product_category,discount_percentage,customer_order_count,customer_return_count,customer_return_rate,previous_refunds,delivery_days,product_rating,quantity,payment_method,customer_tenure_days,estimated_return_cost,is_returned
1755.39,Home,9.7,44,5,0.114,1,3,2.7,4,COD,1542,457.25,0
201.71,Fashion,47.3,13,5,0.385,2,2,4.3,4,Credit Card,446,188.94,1
2466.54,Electronics,14.1,36,2,0.056,2,9,3.0,1,Net Banking,1653,289.38,0
1542.62,Home,24.2,32,2,0.062,1,8,2.8,4,UPI,643,191.2,1
418.52,Home,35.7,45,1,0.022,1,10,3.0,3,Net Banking,222,259.39,1
471.84,Home,11.0,37,3,0.081,2,3,3.6,2,COD,794,111.58,0
3944.53,Books,1.5,1,1,1.0,1,3,2.4,5,Credit Card,999,486.68,1
1006.36,Sports,22.9,4,3,0.75,0,4,2.8,1,Credit Card,800,213.34,1
874.81,Sports,57.7,1,1,1.0,1,7,2.0,3,Credit Card,1279,352.65,1
1757.22,Electronics,1.1,18,2,0.111,0,6,3.4,4,Debit Card,1107,190.69,1
1079.91,Fashion,7.7,13,1,0.077,1,1,4.8,2,UPI,892,274.31,1
1958.71,Fashion,56.5,25,2,0.08,2,8,3.6,1,Credit Card,1305,488.53,1
1537.36,Beauty,21.4,21,4,0.19,1,4,4.3,1,Debit Card,1863,423.26,1
692.29,Fashion,65.7,15,3,0.2,3,10,2.3,3,UPI,1563,249.52,1
1201.16,Sports,26.6,41,2,0.049,1,3,4.7,5,Net Banking,929,259.62,1
2576.54,Fashion,55.8,41,0,0.0,0,4,4.3,5,Credit Card,1113,321.0,1
1869.7,Fashion,18.1,10,3,0.3,1,2,4.7,1,Net Banking,810,255.32,1
1693.32,Fashion,4.3,35,3,0.086,2,5,4.8,1,UPI,1864,272.5,1
8517.75,Electronics,61.7,4,0,0.0,0,7,2.7,3,UPI,420,450.32,1
3244.87,Electronics,64.9,5,5,1.0,0,6,3.9,3,COD,1998,212.96,1
3575.83,Fashion,49.6,44,2,0.045,2,1,4.4,1,Credit Card,799,389.98,1
1583.23,Electronics,53.9,38,3,0.079,2,5,5.0,5,UPI,298,280.29,0
2156.23,Beauty,0.5,38,1,0.026,1,9,4.5,2,UPI,657,348.0,0
1280.65,Fashion,52.8,24,4,0.167,4,9,4.8,5,UPI,1943,350.46,1
3367.88,Electronics,33.1,24,3,0.125,0,10,4.9,2,UPI,1360,411.95,1
1655.2,Fashion,31.7,40,5,0.125,3,8,3.8,2,UPI,1000,310.8,1
2160.08,Books,37.8,19,2,0.105,0,8,3.2,2,COD,1587,479.84,0
2055.94,Home,19.0,20,5,0.25,1,8,3.7,3,Net Banking,908,396.54,1
1781.96,Books,48.7,28,5,0.179,3,4,3.4,2,COD,1765,322.39,1
18968.79,Home,20.7,43,4,0.093,2,7,2.1,3,Debit Card,1168,772.99,0
1060.72,Books,39.1,11,6,0.545,2,4,3.3,5,UPI,714,241.74,1
1053.03,Fashion,9.6,23,1,0.043,1,9,2.6,4,Credit Card,1501,211.25,1
3150.38,Fashion,47.3,15,2,0.133,1,7,3.9,1,COD,1912,262.97,0
1123.12,Beauty,13.3,21,5,0.238,2,6,3.5,5,Debit Card,1524,188.51,0
1432.07,Books,11.9,36,5,0.139,0,2,2.1,4,Net Banking,285,310.84,1
758.14,Sports,1.7,13,4,0.308,1,2,2.4,3,Credit Card,359,146.65,0
2679.13,Home,8.5,32,2,0.062,2,6,4.5,1,UPI,104,316.78,0
2706.48,Electronics,16.3,10,2,0.2,2,1,3.2,1,Credit Card,834,293.33,1
1405.08,Fashion,15.6,46,2,0.043,1,1,2.8,3,Debit Card,57,307.37,0
3203.03,Electronics,22.9,37,3,0.081,1,7,4.6,5,UPI,954,443.28,1
408.91,Fashion,3.8,32,2,0.062,2,8,2.6,4,Debit Card,1566,297.76,0
1027.12,Fashion,65.5,49,4,0.082,4,4,4.7,4,COD,422,276.93,1
1578.16,Fashion,8.3,20,2,0.1,2,1,4.0,5,COD,1744,205.71,1
707.81,Sports,49.1,39,0,0.0,0,1,2.1,3,Debit Card,1169,172.66,1
446.32,Electronics,37.5,47,3,0.064,2,1,4.9,4,UPI,861,267.5,1
1413.3,Fashion,38.7,16,2,0.125,2,7,3.3,5,Credit Card,1359,268.65,1
3150.18,Fashion,7.4,39,3,0.077,1,1,4.0,3,Debit Card,186,319.42,0
5042.65,Fashion,17.0,5,2,0.4,1,1,3.0,3,COD,1834,673.38,1
1166.97,Fashion,54.6,17,0,0.0,0,7,2.6,4,Debit Card,1719,322.29,0
3250.53,Fashion,32.5,36,5,0.139,3,3,3.7,4,Credit Card,498,429.52,1
3008.61,Books,32.0,48,3,0.062,3,2,2.0,1,COD,1182,306.18,1
4792.88,Fashion,38.2,26,3,0.115,3,1,3.8,1,Credit Card,362,324.36,1
1366.28,Electronics,30.4,4,2,0.5,2,6,2.4,5,UPI,1255,222.74,1
428.89,Home,56.4,38,3,0.079,3,5,3.4,2,UPI,940,241.6,1
1912.47,Electronics,52.4,46,3,0.065,3,7,2.8,2,UPI,1104,305.67,1
803.49,Fashion,22.2,26,0,0.0,0,4,2.2,2,Debit Card,482,202.64,0
1013.53,Fashion,56.8,20,4,0.2,2,6,3.8,1,Debit Card,1811,170.02,1
1420.87,Electronics,36.3,13,4,0.308,2,6,3.8,3,COD,1302,366.26,1
1378.65,Beauty,43.9,46,1,0.022,1,3,3.4,1,Credit Card,1597,341.15,0
2024.84,Sports,60.6,7,2,0.286,2,1,2.1,3,COD,1091,279.07,0
3173.29,Fashion,33.3,24,2,0.083,2,10,2.6,1,Net Banking,105,499.09,0
1347.24,Beauty,52.9,3,3,1.0,1,9,2.7,5,UPI,200,329.3,1
2481.35,Fashion,44.0,3,2,0.667,0,4,3.1,1,UPI,1430,330.34,1
1829.6,Electronics,29.9,50,6,0.12,1,1,3.6,5,UPI,568,382.65,0
3821.49,Fashion,55.2,16,7,0.438,3,4,4.0,5,Credit Card,908,397.21,1
1554.84,Home,7.4,31,4,0.129,2,1,2.1,2,UPI,1474,323.51,0
1697.41,Electronics,40.7,33,2,0.061,2,9,2.2,3,UPI,635,309.35,1
1340.07,Beauty,3.2,14,0,0.0,0,9,4.2,3,COD,1585,315.37,0
1587.95,Beauty,10.9,50,2,0.04,2,2,3.6,2,Credit Card,591,262.32,1
966.04,Sports,41.9,48,2,0.042,1,2,2.3,5,Debit Card,1101,320.21,0
892.41,Electronics,21.5,25,2,0.08,2,8,3.8,1,Credit Card,548,280.69,1
3363.08,Electronics,18.4,2,1,0.5,1,5,4.2,3,Credit Card,94,272.79,0
760.09,Electronics,66.9,41,1,0.024,1,1,2.6,4,UPI,1858,280.16,1
1400.67,Books,25.6,13,1,0.077,1,4,2.2,5,UPI,1973,342.54,0
4073.57,Sports,39.5,18,3,0.167,1,10,3.4,3,UPI,914,409.46,1
1363.54,Sports,37.4,20,3,0.15,2,1,2.9,1,Credit Card,1520,197.84,1
3508.67,Home,4.3,2,0,0.0,0,1,4.5,3,Credit Card,907,348.75,0
1126.83,Home,47.2,7,2,0.286,1,1,3.3,2,Credit Card,1470,162.35,1
779.82,Fashion,35.9,13,6,0.462,0,5,2.7,1,COD,1748,319.49,1
504.79,Sports,26.7,8,4,0.5,0,8,3.5,2,UPI,1177,273.39,1
5167.68,Sports,4.6,3,3,1.0,0,4,3.2,1,Credit Card,865,681.94,1
728.15,Fashion,20.5,14,3,0.214,1,4,3.3,1,UPI,191,232.68,1
3287.06,Fashion,61.9,23,2,0.087,2,3,4.5,1,Credit Card,1901,415.04,1
812.44,Beauty,12.2,8,4,0.5,0,9,2.5,4,Debit Card,662,282.83,1
5186.98,Electronics,15.4,33,2,0.061,1,3,4.5,2,UPI,1184,319.48,0
10566.31,Sports,14.4,27,3,0.111,2,10,4.0,5,UPI,334,997.98,1
469.08,Fashion,62.4,11,2,0.182,1,8,4.0,4,Credit Card,1961,104.03,1
759.15,Fashion,49.0,33,1,0.03,1,1,2.5,4,Credit Card,251,202.95,1
3356.0,Beauty,61.7,11,1,0.091,1,2,4.2,3,UPI,845,313.26,1
2725.57,Beauty,64.0,38,2,0.053,1,2,2.1,5,UPI,1992,516.26,0
3366.19,Fashion,65.0,43,3,0.07,3,6,3.9,5,Net Banking,326,388.94,1
1142.52,Books,34.0,18,2,0.111,1,10,2.7,3,COD,1735,383.48,1
8866.43,Books,33.3,28,5,0.179,1,5,2.6,5,UPI,1989,353.87,1
1987.12,Home,58.0,41,2,0.049,2,7,2.9,3,Net Banking,227,313.6,1
682.96,Home,23.2,26,5,0.192,1,5,4.9,4,Credit Card,1618,203.23,0
1476.58,Home,1.6,30,3,0.1,3,2,3.2,3,Credit Card,461,381.66,1
690.31,Home,23.2,45,3,0.067,3,2,3.7,5,Credit Card,1617,233.45,0
6455.92,Books,50.1,10,3,0.3,0,3,4.2,1,UPI,432,664.16,1
1066.07,Fashion,8.7,42,5,0.119,1,4,4.5,4,Debit Card,1850,304.52,1
2681.11,Electronics,54.9,3,3,1.0,2,9,2.6,2,Debit Card,583,388.57,1
1240.74,Books,57.1,32,5,0.156,2,10,3.0,1,UPI,1936,303.05,1
1105.1,Fashion,7.1,36,2,0.056,1,10,4.4,1,Debit Card,65,232.65,1
392.21,Beauty,6.8,10,3,0.3,2,6,2.3,3,UPI,995,215.68,0
2917.67,Fashion,13.9,21,2,0.095,1,7,3.8,2,Debit Card,1423,229.77,1
5111.99,Books,24.9,50,6,0.12,3,6,4.8,2,Debit Card,1366,473.54,1
868.9,Sports,37.3,7,4,0.571,4,5,4.0,2,UPI,90,326.77,1
525.22,Books,34.0,25,2,0.08,1,6,2.2,4,COD,1480,227.52,0
3438.03,Books,59.7,34,5,0.147,3,7,2.3,3,UPI,232,435.92,1
484.45,Electronics,10.0,25,2,0.08,2,9,2.9,2,UPI,324,302.34,1
4796.43,Fashion,48.8,9,9,1.0,1,2,4.9,5,COD,1228,351.26,0
876.98,Beauty,38.4,8,2,0.25,1,6,2.2,5,UPI,1070,202.53,1
747.97,Sports,51.6,35,1,0.029,1,6,4.0,1,Credit Card,1921,186.7,1
2205.63,Fashion,23.9,44,2,0.045,0,5,4.1,4,Net Banking,330,277.96,1
787.99,Books,33.0,28,5,0.179,4,5,4.6,1,UPI,856,239.61,1
1026.91,Fashion,2.0,10,2,0.2,1,1,2.3,2,UPI,1991,271.08,1
2399.91,Sports,8.1,14,1,0.071,1,7,2.3,5,UPI,655,401.5,0
258.97,Home,26.2,29,6,0.207,1,8,4.0,5,UPI,1603,175.26,1
6727.34,Home,33.7,1,1,1.0,0,8,4.3,2,Credit Card,1054,659.2,1
1872.28,Fashion,6.0,19,3,0.158,2,2,4.7,2,Debit Card,1702,359.17,0
642.67,Electronics,57.7,14,2,0.143,2,5,4.0,2,Debit Card,1327,261.82,0
801.27,Fashion,66.2,20,5,0.25,1,5,4.3,4,Debit Card,177,156.85,1
3997.07,Fashion,41.7,38,2,0.053,2,10,4.8,5,Net Banking,157,344.97,1
2924.39,Home,3.7,48,5,0.104,1,5,3.4,1,Net Banking,1584,298.49,0
5483.09,Beauty,51.7,36,4,0.111,2,7,3.9,1,UPI,1074,505.11,0
1047.13,Fashion,15.2,41,3,0.073,3,4,4.3,1,UPI,1461,278.76,0
2292.2,Fashion,51.4,8,1,0.125,1,5,2.4,5,Credit Card,1314,350.84,1
2543.39,Books,30.4,38,0,0.0,0,6,4.8,3,UPI,445,464.59,0
3153.33,Sports,3.7,42,2,0.048,2,10,3.4,4,Net Banking,925,312.09,1
4455.19,Electronics,19.5,24,2,0.083,2,4,2.4,5,Net Banking,716,639.2,1
1018.6,Sports,29.9,7,2,0.286,2,7,5.0,4,Credit Card,1086,210.88,1
1650.22,Books,51.5,43,3,0.07,0,3,2.9,4,Net Banking,1134,434.67,1
1109.74,Books,9.3,5,2,0.4,2,6,3.9,5,UPI,693,421.84,1
1733.52,Sports,20.1,14,5,0.357,1,7,3.9,2,Credit Card,1432,279.15,1
3161.32,Home,5.8,9,1,0.111,0,8,3.0,1,COD,1105,331.97,0
481.44,Fashion,43.1,20,4,0.2,2,3,3.1,4,UPI,634,101.69,0
4391.81,Beauty,33.2,26,1,0.038,1,8,2.5,2,Debit Card,338,448.66,1
726.8,Beauty,65.0,25,1,0.04,1,3,3.3,3,Credit Card,990,220.9,1
1413.9,Fashion,51.8,20,2,0.1,2,10,3.6,3,COD,738,267.26,1
4891.01,Fashion,54.5,6,4,0.667,3,3,4.6,2,Net Banking,96,418.39,1
2350.56,Fashion,11.5,7,3,0.429,2,9,3.9,3,Net Banking,1042,226.95,1
2372.32,Beauty,18.7,36,1,0.028,0,5,5.0,1,Credit Card,279,337.03,0
703.1,Fashion,35.9,49,1,0.02,0,1,3.5,4,COD,763,143.87,0
784.25,Home,0.9,36,2,0.056,2,2,3.5,1,UPI,1493,246.87,1
3839.15,Books,60.9,20,2,0.1,2,10,2.5,2,UPI,1046,567.77,1
1128.55,Fashion,54.4,46,5,0.109,2,4,4.1,1,Credit Card,915,183.74,1
1216.91,Books,4.1,18,3,0.167,1,3,4.5,4,Credit Card,1472,229.81,1
3909.49,Home,59.4,8,3,0.375,2,9,4.4,4,UPI,1089,341.98,1
780.6,Electronics,0.3,27,3,0.111,3,1,4.3,4,UPI,1212,325.27,0
2242.59,Electronics,8.0,5,2,0.4,1,1,2.6,1,UPI,1307,345.93,1
1871.18,Fashion,3.9,31,3,0.097,3,3,3.7,1,UPI,1512,287.94,0
1804.16,Fashion,33.5,46,2,0.043,2,9,2.9,3,Credit Card,1454,406.93,0
1194.22,Sports,54.9,41,3,0.073,3,5,5.0,1,UPI,1680,326.37,1
1136.96,Beauty,12.5,21,6,0.286,1,2,3.4,3,UPI,423,325.11,0
763.04,Books,54.0,3,3,1.0,3,4,2.3,4,Net Banking,1650,289.61,1
2660.13,Home,12.9,26,4,0.154,2,1,3.9,5,Debit Card,1551,272.89,0
1059.42,Fashion,69.3,17,5,0.294,3,1,4.2,3,UPI,1223,222.39,1
3924.51,Fashion,59.7,30,5,0.167,2,1,3.7,3,UPI,1903,574.59,1
1510.74,Home,51.6,23,2,0.087,2,5,3.7,3,UPI,121,213.52,0
775.29,Home,41.4,25,4,0.16,1,2,2.6,1,COD,1130,291.75,1
1494.8,Fashion,17.0,50,2,0.04,1,4,2.8,3,UPI,689,287.86,0
1301.55,Books,8.3,4,2,0.5,0,5,3.3,5,UPI,1370,246.36,1
4053.28,Beauty,32.2,41,9,0.22,1,3,3.4,5,Debit Card,1802,514.04,1
1345.88,Sports,28.2,11,3,0.273,2,3,2.5,4,UPI,757,133.57,1
1449.58,Home,47.2,41,4,0.098,4,7,2.1,3,Credit Card,525,201.97,1
5592.81,Fashion,11.9,38,6,0.158,1,7,4.4,5,Net Banking,1296,351.46,1
2715.18,Beauty,39.3,18,0,0.0,0,3,4.9,3,Net Banking,141,473.57,0
6837.41,Fashion,48.5,33,2,0.061,1,9,4.0,5,Debit Card,627,509.32,1
4950.46,Home,20.9,36,1,0.028,1,6,4.1,3,UPI,965,362.89,1
889.15,Fashion,54.6,38,4,0.105,2,8,2.4,2,Debit Card,1793,306.49,1
3991.65,Electronics,30.2,18,1,0.056,1,10,2.3,2,Credit Card,1512,456.26,0
6125.67,Fashion,11.4,49,2,0.041,2,5,2.2,4,COD,381,439.11,0
6162.58,Fashion,13.6,16,4,0.25,1,4,4.1,1,Net Banking,1662,587.37,1
3985.73,Electronics,19.5,22,2,0.091,2,3,3.6,4,Debit Card,1042,399.27,1
3920.67,Sports,11.1,21,6,0.286,1,9,4.0,1,Debit Card,1770,457.72,1
1419.23,Home,39.4,50,1,0.02,1,1,3.1,3,Credit Card,1985,174.05,0
925.28,Fashion,66.4,44,2,0.045,2,3,3.7,4,Credit Card,803,275.93,1
1364.07,Home,62.7,31,6,0.194,2,8,2.6,2,UPI,1609,380.68,1
477.31,Sports,22.7,31,1,0.032,0,5,3.3,4,Debit Card,1266,357.08,1
5293.51,Electronics,60.5,27,3,0.111,3,1,3.8,4,UPI,1116,486.01,1
1441.39,Home,66.8,41,3,0.073,1,10,3.1,5,UPI,672,260.62,1
5079.99,Home,20.6,50,3,0.06,0,3,3.7,5,Net Banking,231,649.2,1
675.06,Books,63.4,37,3,0.081,3,10,2.0,3,Credit Card,362,180.56,1
4298.84,Home,69.8,3,3,1.0,0,10,2.8,4,UPI,1881,513.81,0
1216.94,Electronics,55.8,31,6,0.194,3,6,2.9,2,UPI,241,384.98,0
647.1,Fashion,27.3,34,1,0.029,1,9,3.2,5,Credit Card,1258,167.77,1
6645.49,Home,42.6,26,2,0.077,2,3,4.4,3,Net Banking,68,380.99,0
4384.58,Electronics,25.5,24,1,0.042,1,4,3.9,4,Credit Card,852,456.08,1
2141.87,Books,69.7,10,2,0.2,2,5,4.6,3,Credit Card,1318,221.95,0
1857.8,Electronics,4.7,29,5,0.172,3,8,3.0,4,UPI,1459,288.74,1
2569.86,Electronics,62.5,38,6,0.158,3,6,2.7,1,Credit Card,557,505.23,1
2112.66,Electronics,5.2,13,0,0.0,0,9,4.6,4,Debit Card,667,409.24,1
959.28,Beauty,3.0,37,2,0.054,2,1,3.8,1,UPI,642,259.17,0
1300.31,Home,65.8,39,3,0.077,2,6,2.7,1,UPI,621,241.16,1
8678.24,Electronics,60.7,6,2,0.333,0,6,2.1,2,UPI,848,950.3,1
15332.43,Sports,25.3,14,6,0.429,1,7,3.6,1,Credit Card,49,1150.54,1
6311.54,Fashion,67.0,30,5,0.167,2,5,3.7,1,Credit Card,1781,362.86,1
2650.7,Fashion,60.3,39,3,0.077,0,4,4.2,2,UPI,642,398.72,1
1379.95,Electronics,63.1,49,1,0.02,1,10,2.3,4,Credit Card,381,326.6,0
954.75,Books,41.7,4,3,0.75,2,6,2.4,4,COD,1327,343.38,0
1006.44,Sports,67.1,45,4,0.089,2,2,4.0,3,Credit Card,1637,399.3,1
1161.41,Beauty,56.7,28,3,0.107,3,3,4.0,1,Credit Card,1358,253.25,1
10106.47,Electronics,65.8,39,6,0.154,2,4,3.0,1,Credit Card,922,1022.37,1
7669.65,Home,19.7,10,1,0.1,1,8,4.5,3,Debit Card,1967,769.97,0
3284.67,Home,37.2,26,3,0.115,3,7,2.2,5,UPI,1278,514.97,1
838.41,Fashion,60.7,34,5,0.147,2,10,3.8,2,UPI,238,358.96,1
3693.92,Fashion,40.6,29,7,0.241,1,3,3.9,1,Debit Card,1142,297.07,1
1493.84,Sports,56.1,8,3,0.375,3,1,4.7,2,COD,1057,341.33,1
322.98,Electronics,68.1,39,7,0.179,2,10,3.1,1,UPI,910,234.99,1
2274.88,Home,56.3,18,1,0.056,0,10,2.8,5,Credit Card,153,196.45,1
921.93,Fashion,22.1,9,4,0.444,3,9,2.6,4,Credit Card,1820,161.35,1
947.24,Beauty,8.3,22,1,0.045,1,7,4.8,4,UPI,1461,227.44,1
1479.82,Electronics,19.1,18,3,0.167,0,3,4.8,4,UPI,1925,357.43,0
1213.59,Fashion,46.4,37,3,0.081,3,1,4.3,1,Net Banking,1919,155.05,1
1759.17,Home,0.8,47,1,0.021,1,6,3.5,5,COD,1804,434.49,0
1692.79,Books,13.3,33,1,0.03,1,4,4.6,3,Net Banking,1833,442.97,0
403.17,Books,22.9,48,3,0.062,2,10,2.1,5,UPI,571,154.6,0
6101.09,Fashion,61.3,45,4,0.089,3,7,4.4,1,Net Banking,1538,715.09,1
823.28,Electronics,3.6,48,1,0.021,1,1,4.1,5,UPI,1514,373.87,1
843.94,Home,3.5,2,2,1.0,0,6,3.5,5,Debit Card,1247,215.96,1
1390.14,Fashion,38.6,26,2,0.077,2,5,4.7,3,Net Banking,1118,203.25,1
1657.94,Sports,12.4,17,6,0.353,0,3,3.2,2,UPI,503,311.11,1
5809.12,Home,17.0,4,3,0.75,1,7,4.0,5,COD,1886,445.11,1
2242.93,Home,12.9,9,4,0.444,1,9,3.6,5,Debit Card,265,209.9,1
2844.58,Beauty,40.7,10,3,0.3,3,2,5.0,4,UPI,737,463.84,1
2252.12,Electronics,3.9,49,3,0.061,2,4,2.7,5,Credit Card,1407,422.57,0
2175.84,Beauty,65.8,5,3,0.6,3,8,5.0,3,Net Banking,1728,469.95,1
2316.43,Home,8.6,38,1,0.026,0,4,4.9,4,Net Banking,1455,323.39,1
385.22,Sports,66.6,49,3,0.061,3,5,4.0,3,Credit Card,1949,274.9,1
1480.4,Electronics,54.5,40,2,0.05,1,4,4.1,4,Credit Card,1457,301.99,1
4581.62,Fashion,58.0,49,0,0.0,0,3,3.7,5,COD,280,224.99,1
42355.98,Books,12.1,22,3,0.136,3,6,2.4,1,Debit Card,498,2034.09,0
689.9,Home,46.9,41,3,0.073,2,7,4.1,5,UPI,1373,251.03,1
2536.31,Books,57.2,19,4,0.211,4,7,2.6,2,Credit Card,125,423.67,0
1145.0,Beauty,39.1,37,3,0.081,3,8,4.5,1,UPI,1013,169.37,1
9303.27,Books,38.6,33,2,0.061,2,6,4.2,1,UPI,502,643.96,1
612.15,Fashion,11.2,49,3,0.061,1,8,3.8,5,Credit Card,48,289.75,0
2980.81,Electronics,29.0,50,2,0.04,2,9,4.3,4,Net Banking,711,243.03,1
586.53,Sports,10.5,6,6,1.0,3,8,3.8,2,UPI,631,318.24,1
1401.29,Sports,68.1,23,3,0.13,1,3,2.4,4,UPI,664,367.54,1
1759.09,Home,47.9,14,4,0.286,1,3,4.5,4,Credit Card,49,368.96,1
4254.59,Home,3.4,31,4,0.129,3,7,4.8,5,Credit Card,569,349.75,1
763.77,Books,33.4,33,2,0.061,0,2,4.7,1,Credit Card,1697,370.88,0
3073.91,Electronics,44.7,17,1,0.059,0,7,2.7,4,UPI,1118,318.95,1
1835.41,Home,6.7,1,1,1.0,1,6,3.6,3,COD,1281,366.12,1
2248.99,Electronics,46.5,12,2,0.167,2,4,2.1,1,UPI,1571,303.7,1
3891.95,Electronics,12.4,3,3,1.0,3,5,3.1,1,Debit Card,956,416.83,1
648.04,Fashion,28.6,45,2,0.044,0,2,4.7,2,Net Banking,1612,219.83,1
3458.1,Sports,43.8,36,0,0.0,0,8,4.4,5,UPI,1284,445.09,1
1146.97,Beauty,25.6,24,2,0.083,1,2,4.1,2,UPI,694,229.0,1
4344.64,Books,26.7,41,1,0.024,1,3,2.2,2,COD,81,346.36,1
2362.9,Electronics,59.1,48,7,0.146,2,10,3.8,4,Debit Card,1751,357.9,1
1529.01,Fashion,21.6,14,5,0.357,3,7,3.5,5,Debit Card,1704,267.76,1
1127.75,Electronics,45.9,37,2,0.054,2,6,4.8,5,UPI,1579,409.24,1
3493.42,Electronics,59.4,28,4,0.143,4,1,4.6,1,UPI,833,435.47,1
4958.02,Fashion,10.7,27,1,0.037,0,7,2.8,3,COD,1437,494.57,0
1180.53,Fashion,3.2,20,3,0.15,0,3,4.4,4,Credit Card,1191,213.63,1
730.4,Fashion,57.8,15,2,0.133,1,5,4.9,5,COD,291,213.99,1
3150.67,Electronics,38.6,42,0,0.0,0,9,4.0,3,Credit Card,476,521.05,0
567.46,Home,57.9,25,4,0.16,4,4,4.3,5,Credit Card,1005,268.89,1
636.25,Books,14.9,44,4,0.091,3,3,4.4,2,Credit Card,1483,248.16,1
772.66,Beauty,58.3,6,6,1.0,2,5,3.0,4,Credit Card,1504,336.26,1
1296.78,Sports,6.7,46,1,0.022,1,10,5.0,2,Debit Card,1446,279.86,0
620.75,Sports,61.8,14,4,0.286,4,9,3.8,4,UPI,1417,278.97,1
383.35,Fashion,57.6,39,6,0.154,1,1,4.1,1,UPI,1445,183.89,1
728.98,Beauty,39.7,42,3,0.071,2,4,4.4,4,Debit Card,1117,341.09,1
3022.92,Sports,42.6,30,1,0.033,1,6,4.1,2,Credit Card,586,377.81,0
653.78,Fashion,24.2,47,5,0.106,2,6,2.1,4,Debit Card,1936,206.5,1
1377.17,Sports,14.1,47,3,0.064,3,2,3.8,4,Credit Card,98,286.49,1
8581.46,Home,31.9,50,0,0.0,0,6,4.8,3,Net Banking,364,614.29,0
1738.3,Electronics,46.0,28,6,0.214,2,3,3.2,2,UPI,817,282.17,0
2378.02,Beauty,69.9,31,4,0.129,3,6,4.4,4,Debit Card,438,281.21,1
848.24,Beauty,57.2,9,2,0.222,2,5,4.2,1,UPI,218,288.02,1
10206.5,Home,30.4,48,1,0.021,1,3,3.1,3,UPI,499,796.69,0
1172.58,Fashion,52.0,2,2,1.0,2,6,4.5,2,Credit Card,132,303.65,1
1506.46,Home,7.6,47,0,0.0,0,3,2.3,2,Credit Card,770,336.01,1
5185.63,Fashion,29.1,45,1,0.022,0,4,4.9,4,Credit Card,331,426.15,1
1563.39,Books,29.7,1,1,1.0,1,1,3.3,1,Debit Card,950,267.45,0
1878.65,Sports,69.9,2,1,0.5,1,5,2.4,4,COD,1437,209.71,1
1443.25,Sports,27.4,48,2,0.042,2,2,4.5,1,UPI,1404,315.08,1
1451.18,Electronics,5.8,28,3,0.107,3,9,3.9,1,UPI,1229,177.31,1
2431.84,Fashion,4.7,36,4,0.111,4,4,2.6,5,Credit Card,696,253.2,1
2813.98,Fashion,48.9,23,6,0.261,1,10,2.8,3,UPI,1083,233.91,0
1080.74,Home,20.2,20,2,0.1,2,10,3.2,2,Credit Card,643,244.27,1
979.59,Electronics,60.8,33,2,0.061,2,10,4.8,4,Credit Card,1444,350.6,1
1110.64,Home,33.8,30,2,0.067,1,6,3.9,4,Credit Card,1630,237.74,1
589.34,Fashion,23.1,38,6,0.158,1,10,2.8,2,UPI,1648,158.67,0
506.57,Home,53.1,25,2,0.08,2,6,3.1,3,UPI,306,148.76,1
2293.27,Electronics,29.2,48,3,0.062,3,9,2.3,2,UPI,547,305.5,1
3830.98,Fashion,51.6,16,3,0.188,2,6,2.8,1,UPI,965,314.65,1
3629.45,Sports,50.0,38,4,0.105,2,8,4.4,4,Credit Card,1714,322.0,1
268.92,Home,50.6,47,1,0.021,1,7,3.1,1,Credit Card,204,175.4,1
1486.16,Sports,60.0,39,4,0.103,2,2,3.4,4,COD,1315,314.73,1
748.69,Beauty,59.4,7,3,0.429,0,1,2.2,3,Credit Card,1661,292.78,1
2028.37,Sports,46.5,44,2,0.045,2,10,3.2,2,Debit Card,422,271.2,0
1294.32,Electronics,67.0,33,4,0.121,1,4,3.7,4,Credit Card,320,202.16,1
2903.09,Fashion,1.5,34,3,0.088,3,5,3.7,4,UPI,225,457.11,1
1780.55,Home,65.1,17,1,0.059,1,7,4.2,5,COD,1314,249.03,1
396.71,Books,10.4,49,5,0.102,1,3,4.5,3,Credit Card,213,171.69,1
834.08,Beauty,14.8,40,4,0.1,3,8,3.0,4,Credit Card,1303,309.73,1
1816.43,Home,57.2,4,4,1.0,0,2,4.3,1,UPI,624,414.12,1
1943.19,Electronics,28.0,13,4,0.308,1,10,4.3,4,Credit Card,1573,318.92,1
587.25,Home,29.8,26,5,0.192,3,6,4.6,5,UPI,134,256.78,1
528.92,Fashion,18.3,13,2,0.154,2,10,4.4,1,COD,672,316.44,1
1891.26,Sports,15.7,32,2,0.062,2,3,3.0,3,Debit Card,1233,305.5,0
588.2,Fashion,7.4,43,1,0.023,1,10,4.8,5,UPI,1462,175.8,0
475.85,Fashion,13.8,12,2,0.167,2,3,4.2,4,Debit Card,106,288.79,0
1266.34,Electronics,39.7,14,1,0.071,1,8,3.8,3,UPI,291,260.07,1
1223.22,Electronics,49.5,21,4,0.19,4,1,5.0,1,Credit Card,614,326.85,0
895.41,Fashion,51.7,33,1,0.03,1,10,4.7,1,UPI,1308,283.04,1
1029.69,Fashion,25.9,41,3,0.073,3,9,4.9,5,Debit Card,1588,307.44,1
1828.17,Home,64.5,3,3,1.0,3,5,2.7,2,COD,269,201.05,1
1016.24,Beauty,23.0,7,1,0.143,1,4,2.1,2,Net Banking,182,265.91,1
